encuesta_id,nis
320,2001800
320,2001800
233,2595652
233,2595652
233,2595652
233,2595652
233,2595652
233,2595652
233,2595652
233,2595652
233,2595652
233,2595652
233,2595652
233,2595652
265,2638020
265,2638020
265,2638020
265,2638020
265,2638020
265,2638020
265,2638020
265,2638020
265,2638020
265,2638020
265,2638020
265,2638020
115,2109878
115,2109878
115,2109878
115,2109878
115,2109878
115,2109878
115,2109878
115,2109878
115,2109878
115,2109878
115,2109878
115,2109878
292,2030019
292,2030019
292,2030019
292,2030019
292,2030019
292,2030019
292,2030019
292,2030019
292,2030019
292,2030019
292,2030019
292,2030019
399,2089870
399,2089870
399,2089870
399,2089870
399,2089870
399,2089870
399,2089870
399,2089870
399,2089870
399,2089870
399,2089870
399,2089870
254,2486773
254,2486773
254,2486773
254,2486773
254,2486773
254,2486773
254,2486773
254,2486773
254,2486773
254,2486773
254,2486773
254,2486773
213,2044934
213,2044934
213,2044934
213,2044934
213,2044934
213,2044934
213,2044934
213,2044934
213,2044934
213,2044934
213,2044934
213,2044934
128,2542458
128,2542458
128,2542458
128,2542458
128,2542458
128,2542458
128,2542458
128,2542458
128,2542458
128,2542458
128,2542458
153,2596244
153,2596244
153,2596244
153,2596244
153,2596244
153,2596244
153,2596244
153,2596244
153,2596244
153,2596244
153,2596244
153,2596244
154,2544557
154,2544557
154,2544557
154,2544557
154,2544557
154,2544557
154,2544557
154,2544557
154,2544557
154,2544557
154,2544557
154,2544557
155,2001532
155,2001532
155,2001532
155,2001532
155,2001532
155,2001532
155,2001532
155,2001532
155,2001532
155,2001532
155,2001532
155,2001532
160,2001423
160,2001423
160,2001423
160,2001423
160,2001423
160,2001423
160,2001423
160,2001423
160,2001423
160,2001423
160,2001423
160,2001423
120,2045778
120,2045778
120,2045778
120,2045778
120,2045778
120,2045778
120,2045778
120,2045778
120,2045778
120,2045778
120,2045778
120,2045778
370,2046331
370,2046331
370,2046331
370,2046331
370,2046331
370,2046331
370,2046331
370,2046331
370,2046331
370,2046331
370,2046331
370,2046331
95,2044793
95,2044793
95,2044793
95,2044793
95,2044793
95,2044793
95,2044793
95,2044793
95,2044793
95,2044793
95,2044793
95,2044793
295,2045782
295,2045782
295,2045782
295,2045782
295,2045782
295,2045782
295,2045782
295,2045782
295,2045782
295,2045782
295,2045782
295,2045782
395,2045923
395,2045923
395,2045923
395,2045923
395,2045923
395,2045923
395,2045923
395,2045923
395,2045923
395,2045923
395,2045923
395,2045923
331,2047444
331,2047444
331,2047444
331,2047444
331,2047444
331,2047444
331,2047444
331,2047444
331,2047444
331,2047444
331,2047444
331,2047444
178,2046397
178,2046397
178,2046397
178,2046397
178,2046397
178,2046397
178,2046397
178,2046397
178,2046397
178,2046397
178,2046397
178,2046397
376,2045535
376,2045535
376,2045535
376,2045535
376,2045535
376,2045535
376,2045535
376,2045535
376,2045535
376,2045535
376,2045535
376,2045535
351,2084228
351,2084228
351,2084228
351,2084228
351,2084228
351,2084228
351,2084228
351,2084228
351,2084228
351,2084228
351,2084228
351,2084228
430,2083234
430,2083234
430,2083234
430,2083234
430,2083234
430,2083234
430,2083234
430,2083234
430,2083234
430,2083234
430,2083234
430,2083234
313,2083059
313,2083059
313,2083059
313,2083059
313,2083059
313,2083059
313,2083059
313,2083059
313,2083059
313,2083059
313,2083059
313,2083059
462,2082756
462,2082756
462,2082756
462,2082756
462,2082756
462,2082756
462,2082756
462,2082756
462,2082756
462,2082756
462,2082756
462,2082756
660,2011694
660,2011694
660,2011694
660,2011694
660,2011694
660,2011694
660,2011694
660,2011694
660,2011694
660,2011694
660,2011694
660,2011694
650,2012065
650,2012065
650,2012065
650,2012065
650,2012065
650,2012065
650,2012065
650,2012065
650,2012065
650,2012065
650,2012065
650,2012065
501,2011508
501,2011508
501,2011508
501,2011508
501,2011508
501,2011508
501,2011508
501,2011508
501,2011508
501,2011508
501,2011508
501,2011508
271,2045830
271,2045830
271,2045830
271,2045830
271,2045830
271,2045830
271,2045830
271,2045830
271,2045830
271,2045830
271,2045830
271,2045830
608,2019611
608,2019611
608,2019611
608,2019611
608,2019611
608,2019611
608,2019611
608,2019611
608,2019611
608,2019611
608,2019611
608,2019611
23,2000557
23,2000557
23,2000557
23,2000557
23,2000557
23,2000557
23,2000557
23,2000557
23,2000557
23,2000557
23,2000557
23,2000557
305,2537377
305,2537377
305,2537377
305,2537377
305,2537377
305,2537377
305,2537377
305,2537377
305,2537377
305,2537377
305,2537377
305,2537377
148,2030305
148,2030305
148,2030305
148,2030305
148,2030305
148,2030305
148,2030305
148,2030305
148,2030305
148,2030305
148,2030305
148,2030305
300,2045409
5,2030350
3,2030317
440,2083083
99,2821463
232,2000570
222,2595950
242,2001409
123,2110029
206,2040853
298,2053444
11,2030228
26,3250855
33,2000588
20,2001824
80,2597007
64,3067595
79,2109821
31,3127167
22,2786457
67,3110916
385,2001666
34,2000623
27,2000613
523,2012271
